Date,Open,High,Low,Close,Volume
2013-07-01,405.8999938964844,405.8999938964844,405.8999938964844,405.8999938964844,405900
2013-07-02,405.8999938964844,405.8999938964844,405.8999938964844,405.8999938964844,405900
2013-07-03,405.8999938964844,405.8999938964844,405.8999938964844,405.8999938964844,0
2013-07-04,405.8999938964844,405.8999938964844,405.8999938964844,405.8999938964844,0
2013-07-05,405.8999938964844,405.8999938964844,405.8999938964844,405.8999938964844,0
2013-07-08,405.8999938964844,405.8999938964844,405.8999938964844,405.8999938964844,0
2013-07-10,405.8999938964844,405.8999938964844,405.8999938964844,405.8999938964844,0
2013-07-11,405.8999938964844,405.8999938964844,405.8999938964844,405.8999938964844,0
2013-07-12,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,92990
2013-07-15,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-07-16,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-07-17,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-07-18,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-07-19,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-07-22,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-07-23,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-07-24,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-07-25,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-07-26,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-07-29,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-07-30,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-07-31,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-08-01,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-08-02,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-08-05,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-08-06,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-08-07,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-08-08,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-08-09,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
2013-08-12,464.95001220703125,464.95001220703125,464.95001220703125,464.95001220703125,0
