Date,Open,High,Low,Close,Volume
2008-01-07,45.0,45.0,45.0,45.0,7450
2008-01-08,45.0,45.0,45.0,45.0,0
2008-01-09,45.349998474121094,45.349998474121094,45.349998474121094,45.349998474121094,1030
2008-01-10,45.349998474121094,45.349998474121094,45.349998474121094,45.349998474121094,0
2008-01-11,45.349998474121094,45.349998474121094,45.349998474121094,45.349998474121094,0
2008-01-14,45.349998474121094,45.349998474121094,45.349998474121094,45.349998474121094,0
2008-01-15,45.349998474121094,45.349998474121094,45.349998474121094,45.349998474121094,0
2008-01-16,44.0,44.0,44.0,44.0,150
2008-01-17,43.5,43.5,43.45000076293945,43.45000076293945,3595
2008-01-18,43.45000076293945,43.45000076293945,43.45000076293945,43.45000076293945,0
2008-01-21,43.45000076293945,43.45000076293945,43.45000076293945,43.45000076293945,0
2008-01-22,43.45000076293945,43.45000076293945,43.45000076293945,43.45000076293945,0
2008-01-23,43.45000076293945,43.45000076293945,43.45000076293945,43.45000076293945,0
2008-01-24,43.45000076293945,43.45000076293945,43.45000076293945,43.45000076293945,0
2008-01-25,41.5,41.5,41.5,41.5,4330
2008-01-28,41.5,41.5,41.5,41.5,0
2008-01-29,40.900001525878906,40.95000076293945,40.900001525878906,40.95000076293945,1875
2008-01-30,40.95000076293945,40.95000076293945,40.95000076293945,40.95000076293945,0
2008-01-31,40.95000076293945,40.95000076293945,40.95000076293945,40.95000076293945,0
2008-02-01,42.0,42.0,41.95000076293945,41.95000076293945,8525
2008-02-04,42.20000076293945,42.20000076293945,42.20000076293945,42.20000076293945,100
2008-02-05,42.20000076293945,42.20000076293945,42.20000076293945,42.20000076293945,0
2008-02-06,42.20000076293945,42.20000076293945,42.20000076293945,42.20000076293945,0
2008-02-07,42.20000076293945,42.20000076293945,42.20000076293945,42.20000076293945,0
2008-02-08,42.20000076293945,42.20000076293945,42.20000076293945,42.20000076293945,0
2008-02-11,42.20000076293945,42.20000076293945,42.20000076293945,42.20000076293945,0
2008-02-12,42.20000076293945,42.20000076293945,42.20000076293945,42.20000076293945,0
2008-02-13,42.20000076293945,42.20000076293945,42.20000076293945,42.20000076293945,0
2008-02-14,42.20000076293945,42.20000076293945,42.20000076293945,42.20000076293945,0
2008-02-15,42.20000076293945,42.20000076293945,42.20000076293945,42.20000076293945,0
