Date,Open,High,Low,Close,Volume
2024-10-15,105.15,105.15,103.8,104.0,13602400681
2024-10-16,104.95,104.95,103.65,104.4,20712141538
2024-10-17,105.0,105.8,104.5,105.5,9357531506
2024-10-18,106.7,107.9,105.5,107.0,18308594195
2024-10-21,108.0,108.75,107.15,107.9,5104636993
2024-10-22,109.0,109.0,107.0,107.15,9425645761
2024-10-23,107.3,107.55,106.5,106.95,12329574857
2024-10-24,107.95,108.65,106.5,108.6,17386631657
2024-10-25,109.1,110.2,107.2,109.55,14235731968
2024-10-28,112.0,114.9,111.6,112.8,17635404869
2024-10-29,113.2,116.0,112.8,114.8,18600435564
2024-10-30,114.8,115.6,113.6,113.65,19062749871
2024-10-31,112.5,115.9,112.5,114.25,10008516254
2024-11-01,116.25,117.5,115.0,116.2,21131909052
2024-11-04,118.5,118.5,115.75,116.95,13122444159
2024-11-05,117.5,117.95,116.25,116.6,13629862390
2024-11-06,117.25,118.0,117.05,117.85,2005441245
2024-11-07,118.0,119.8,117.5,118.35,15694288293
2024-11-08,118.1,120.25,118.1,119.5,18727294728
2024-11-11,120.45,121.4,119.5,120.35,7229209460
2024-11-12,123.0,126.5,120.35,123.5,20986916910
2024-11-13,123.5,126.8,123.4,125.95,12918773876
2024-11-14,126.1,128.7,125.2,125.55,12621640531
2024-11-15,125.6,127.5,120.0,125.35,10847225807
2024-11-19,126.9,126.9,123.45,124.75,10616684330
2024-11-20,124.0,126.0,123.75,125.3,5294107440
2024-11-21,126.5,126.5,124.1,124.6,9121887305
2024-11-22,125.5,125.5,124.1,124.45,2504478478
2024-11-25,125.1,125.75,123.85,125.0,8620861062
2024-11-26,124.9,124.95,123.75,124.35,4860522012
2024-11-27,122.55,125.4,122.55,124.75,6076376321
2024-11-28,125.3,125.3,124.25,124.55,1858599310
2024-11-29,124.55,125.4,123.6,123.9,2475892713
2024-12-02,123.45,124.6,123.45,123.95,6740181145
2024-12-03,123.9,124.25,121.45,123.35,848836475
2024-12-04,123.65,123.65,121.95,122.0,5948430782
2024-12-05,121.5,122.35,120.75,121.6,7291925670
2024-12-06,124.4,124.9,123.0,123.75,9873672878
2024-12-09,125.7,125.7,123.05,124.4,2943700711
2024-12-10,124.35,125.0,123.5,123.95,1122090668
2024-12-11,123.2,127.0,123.2,126.6,6200288592
2024-12-12,128.85,128.85,125.4,127.5,13525944442
2024-12-13,127.0,128.75,127.0,128.75,15615545100
2024-12-16,130.0,130.8,128.0,129.7,6732227576
2024-12-17,130.9,130.9,128.0,128.6,6897484052
2024-12-18,129.45,130.75,125.05,129.5,4104080730
2024-12-19,130.2,130.85,127.9,129.7,2165388271
2024-12-20,129.7,131.25,129.7,130.5,7009864200
2024-12-23,132.5,132.5,128.95,131.05,3423381364
2024-12-24,129.75,135.95,129.5,132.4,8244983
2024-12-26,132.4,133.05,130.2,131.0,3574322031
2024-12-27,131.0,133.85,130.55,130.8,2047484825
2024-12-30,130.05,133.65,129.15,130.7,4554796187
2025-01-02,129.2,136.75,129.2,133.25,2081897036
2025-01-03,135.0,136.5,132.7,135.3,6921924523
2025-01-06,135.3,136.45,134.0,134.95,5322635602
2025-01-07,135.95,135.95,133.8,135.0,3321965884
2025-01-08,135.8,140.0,134.95,135.65,3276395179
2025-01-09,135.0,136.6,134.95,136.3,8451399666
2025-01-10,137.8,137.8,135.55,136.8,4186428507
2025-01-13,135.4,137.3,134.0,136.0,12659999714
2025-01-14,136.4,137.45,134.75,136.0,10792332680
2025-01-15,136.0,137.5,134.35,135.5,3471870818
2025-01-16,135.0,136.9,134.0,134.7,10173633372
2025-01-17,134.0,135.75,134.0,134.65,10945621921
2025-01-20,136.0,136.0,134.1,135.05,14815923475
2025-01-21,135.95,136.6,135.15,135.4,10037597445
2025-01-22,136.25,136.25,134.75,134.9,9824066673
2025-01-23,135.65,137.15,134.9,135.4,6483488248
2025-01-24,136.5,137.4,135.6,137.05,5026476680
2025-01-27,137.05,138.0,136.15,137.15,3502535258
2025-01-28,137.5,138.55,136.25,137.0,3780292692
2025-01-29,137.15,137.5,136.35,136.8,1347538412
2025-01-30,137.0,137.25,136.1,136.35,7851091016
2025-01-31,137.05,137.85,136.35,137.25,7653433886
2025-02-03,136.9,137.5,136.6,136.65,1480367913
2025-02-04,136.95,137.1,136.5,136.9,6780792792
2025-02-05,137.1,137.2,136.35,136.95,3045943607
2025-02-06,137.0,138.05,136.7,137.4,1035926929
2025-02-07,138.4,138.4,136.85,137.65,505859322
2025-02-10,137.65,138.7,136.8,137.0,442442044
2025-02-11,137.7,137.7,135.6,136.15,1807919158
2025-02-12,136.95,137.0,135.55,136.05,1364082702
